transcript,domain,target name,E-value
TRINITY_DN167704_c1_g1_i2.p1,Putative ephrin-receptor like,Ephrin_rec_like,0.0003
TRINITY_DN167704_c1_g1_i2.p1,Putative ephrin-receptor like,Ephrin_rec_like,0.0003
TRINITY_DN167704_c1_g1_i2.p1,Putative ephrin-receptor like,Ephrin_rec_like,0.0003
TRINITY_DN167704_c1_g1_i2.p1,Putative ephrin-receptor like,Ephrin_rec_like,0.0003
TRINITY_DN167704_c1_g1_i2.p1,Putative ephrin-receptor like,Ephrin_rec_like,0.0003
TRINITY_DN167704_c1_g1_i2.p1,Cecropin family,Cecropin,0.07
TRINITY_DN167704_c1_g1_i2.p12,SecD export protein N-terminal TM region,SecD-TM1,0.046
TRINITY_DN167704_c1_g1_i2.p12,SecD export protein N-terminal TM region,SecD-TM1,0.046
TRINITY_DN167704_c1_g1_i2.p17,Protein of unknown function (DUF4231),DUF4231,0.077
TRINITY_DN167704_c1_g1_i2.p17,Protein of unknown function (DUF4231),DUF4231,0.077
TRINITY_DN167704_c1_g1_i2.p18,zinc RING finger of MSL2,zf-RING_10,0.81
TRINITY_DN167704_c1_g1_i2.p18,zinc RING finger of MSL2,zf-RING_10,0.81
TRINITY_DN167704_c1_g1_i2.p19,Human growth factor-like EGF,hEGF,0.11
TRINITY_DN167704_c1_g1_i2.p19,Human growth factor-like EGF,hEGF,0.11
TRINITY_DN167704_c1_g1_i2.p30,Phospholipid-translocating P-type ATPase C-terminal,PhoLip_ATPase_C,0.053
TRINITY_DN159208_c0_g2_i1.p1,"Lytic polysaccharide mono-oxygenase, cellulose-degrading",LPMO_10,1.20E-16
TRINITY_DN157022_c0_g1_i2.p1,TMEM154 protein family,TMEM154,0.0006
TRINITY_DN157022_c0_g1_i2.p1,TMEM154 protein family,TMEM154,0.0006
TRINITY_DN157022_c0_g1_i2.p1,TMIE protein,TMIE,0.037
TRINITY_DN157022_c0_g1_i2.p1,Predicted membrane protein (DUF2207),DUF2207,0.046
TRINITY_DN157022_c0_g1_i2.p1,Protein of unknown function (DUF1180),DUF1180,0.74
TRINITY_DN157022_c0_g1_i2.p1,Protein of unknown function (DUF1180),DUF1180,0.74
TRINITY_DN157022_c0_g1_i2.p1,Wnt and FGF inhibitory regulator,Shisa,1.1
TRINITY_DN157022_c0_g1_i2.p1,Wnt and FGF inhibitory regulator,Shisa,1.1
TRINITY_DN161273_c3_g4_i2.p1,EF-hand domain pair,EF-hand_7,2.90E-19
TRINITY_DN161273_c3_g4_i2.p1,EF-hand domain pair,EF-hand_7,2.90E-19
TRINITY_DN161273_c3_g4_i2.p1,EF-hand domain pair,EF-hand_7,2.90E-19
TRINITY_DN161273_c3_g4_i2.p1,EF-hand domain pair,EF-hand_7,2.90E-19
TRINITY_DN161273_c3_g4_i2.p1,EF hand,EF-hand_1,3.50E-19
TRINITY_DN161273_c3_g4_i2.p1,EF hand,EF-hand_1,3.50E-19
TRINITY_DN161273_c3_g4_i2.p1,EF hand,EF-hand_1,3.50E-19
TRINITY_DN161273_c3_g4_i2.p1,EF hand,EF-hand_1,3.50E-19
TRINITY_DN161273_c3_g4_i2.p1,EF hand,EF-hand_1,3.50E-19
TRINITY_DN161273_c3_g4_i2.p1,EF hand,EF-hand_1,3.50E-19
TRINITY_DN161273_c3_g4_i2.p1,EF hand,EF-hand_5,4.40E-17
TRINITY_DN161273_c3_g4_i2.p1,EF hand,EF-hand_5,4.40E-17
TRINITY_DN161273_c3_g4_i2.p1,EF hand,EF-hand_5,4.40E-17
TRINITY_DN161273_c3_g4_i2.p1,EF hand,EF-hand_5,4.40E-17
TRINITY_DN161273_c3_g4_i2.p1,EF hand,EF-hand_5,4.40E-17
TRINITY_DN161273_c3_g4_i2.p1,EF-hand domain,EF-hand_6,7.20E-16
TRINITY_DN161273_c3_g4_i2.p1,EF-hand domain,EF-hand_6,7.20E-16
TRINITY_DN161273_c3_g4_i2.p1,EF-hand domain,EF-hand_6,7.20E-16
TRINITY_DN161273_c3_g4_i2.p1,EF-hand domain,EF-hand_6,7.20E-16
TRINITY_DN161273_c3_g4_i2.p1,EF-hand domain,EF-hand_6,7.20E-16
TRINITY_DN161273_c3_g4_i2.p1,EF-hand domain,EF-hand_6,7.20E-16
TRINITY_DN161273_c3_g4_i2.p1,EF-hand domain pair,EF-hand_8,1.00E-07
TRINITY_DN161273_c3_g4_i2.p1,EF-hand domain pair,EF-hand_8,1.00E-07
TRINITY_DN161273_c3_g4_i2.p1,EF-hand domain pair,EF-hand_8,1.00E-07
TRINITY_DN161273_c3_g4_i2.p1,EF-hand domain pair,EF-hand_8,1.00E-07
TRINITY_DN161273_c3_g4_i2.p1,EF-hand domain pair,EF-hand_8,1.00E-07
TRINITY_DN161273_c3_g4_i2.p1,Secreted protein acidic and rich in cysteine Ca binding region,SPARC_Ca_bdg,0.0019
TRINITY_DN161273_c3_g4_i2.p1,Secreted protein acidic and rich in cysteine Ca binding region,SPARC_Ca_bdg,0.0019
TRINITY_DN161273_c3_g4_i2.p1,Secreted protein acidic and rich in cysteine Ca binding region,SPARC_Ca_bdg,0.0019
TRINITY_DN161273_c3_g4_i2.p1,EF hand,EF-hand_10,0.013
TRINITY_DN161273_c3_g4_i2.p1,EF hand,EF-hand_10,0.013
TRINITY_DN161273_c3_g4_i2.p1,EF hand,EF-hand_10,0.013
TRINITY_DN161273_c3_g4_i2.p1,EF hand,EF-hand_10,0.013
TRINITY_DN161273_c3_g4_i2.p1,FAM176 family,FAM176,7
TRINITY_DN161273_c3_g4_i2.p1,FAM176 family,FAM176,7
TRINITY_DN161273_c3_g4_i2.p1,FAM176 family,FAM176,7
TRINITY_DN161297_c0_g1_i1.p1,Chitin binding Peritrophin-A domain,CBM_14,7.50E-06
TRINITY_DN161297_c0_g1_i1.p1,Amnionless,Amnionless,0.0036
TRINITY_DN161297_c0_g1_i1.p1,Ephrin type-A receptor 2 transmembrane domain,EphA2_TM,0.04
TRINITY_DN161297_c0_g1_i1.p1,Ephrin type-A receptor 2 transmembrane domain,EphA2_TM,0.04
TRINITY_DN161297_c0_g1_i1.p1,Endothelial cell-specific chemotaxis regulator,ECSCR,0.78
TRINITY_DN161297_c0_g1_i1.p1,"Protein of unknown function, DUF485",DUF485,1.6
TRINITY_DN161297_c0_g1_i1.p1,"Protein of unknown function, DUF485",DUF485,1.6
TRINITY_DN161297_c0_g1_i1.p1,Syndecan domain,Syndecan,3.3
TRINITY_DN161297_c0_g1_i1.p1,Domain of unknown function (DUF4690),DUF4690,3.9
TRINITY_DN161297_c0_g1_i1.p1,Domain of unknown function (DUF4690),DUF4690,3.9
TRINITY_DN161297_c0_g1_i1.p1,Domain of unknown function (DUF4690),DUF4690,3.9
TRINITY_DN150011_c0_g2_i2.p1,TcfC Usher-like barrel domain,Usher_TcfC,0.088
TRINITY_DN163530_c1_g1_i2.p1,Zinc-finger of C2H2 type,zf-met,0.0065
TRINITY_DN163530_c1_g1_i2.p1,Zinc-finger of C2H2 type,zf-met,0.0065
TRINITY_DN163530_c1_g1_i2.p1,C2H2-type zinc finger,zf-C2H2_4,0.021
TRINITY_DN163530_c1_g1_i2.p1,C2H2-type zinc finger,zf-C2H2_4,0.021
TRINITY_DN163530_c1_g1_i2.p1,C2H2-type zinc finger,zf-C2H2_4,0.021
TRINITY_DN163530_c1_g1_i2.p1,C2H2-type zinc finger,zf-C2H2_4,0.021
TRINITY_DN163530_c1_g1_i2.p1,C2H2-type zinc finger,zf-C2H2_4,0.021
TRINITY_DN163530_c1_g1_i2.p1,Zinc-finger double-stranded RNA-binding,zf-C2H2_jaz,0.19
TRINITY_DN163530_c1_g1_i2.p1,Zinc-finger double-stranded RNA-binding,zf-C2H2_jaz,0.19
TRINITY_DN163530_c1_g1_i2.p1,"Zinc finger, C2H2 type",zf-C2H2,5.5
TRINITY_DN163530_c1_g1_i2.p1,"Zinc finger, C2H2 type",zf-C2H2,5.5
TRINITY_DN163530_c1_g1_i2.p1,"Zinc finger, C2H2 type",zf-C2H2,5.5
TRINITY_DN163530_c1_g1_i2.p1,"Zinc finger, C2H2 type",zf-C2H2,5.5
TRINITY_DN163530_c1_g1_i2.p1,"Zinc finger, C2H2 type",zf-C2H2,5.5
TRINITY_DN163530_c1_g1_i2.p1,zinc-ribbons,zinc-ribbons_6,8.7
TRINITY_DN163530_c1_g1_i2.p1,zinc-ribbons,zinc-ribbons_6,8.7
TRINITY_DN163504_c0_g1_i1.p1,Ependymin,Ependymin,2.90E-05
TRINITY_DN157587_c0_g1_i1.p2,Cytochrome oxidase maturation protein cbb3-type,FixS,3.1
TRINITY_DN157574_c4_g1_i1.p1,FAM176 family,FAM176,0.0033
TRINITY_DN157574_c4_g1_i1.p1,Ephrin type-A receptor 2 transmembrane domain,EphA2_TM,0.025
TRINITY_DN157574_c4_g1_i1.p1,DC-STAMP-like protein,DC_STAMP,0.19
TRINITY_DN157574_c4_g1_i1.p1,TMEM154 protein family,TMEM154,0.29
TRINITY_DN157574_c4_g1_i1.p1,TMEM154 protein family,TMEM154,0.29
TRINITY_DN157574_c4_g1_i1.p1,Lipopolysaccharide assembly protein A domain,LapA_dom,0.58
TRINITY_DN157574_c4_g1_i1.p1,Lipopolysaccharide assembly protein A domain,LapA_dom,0.58
TRINITY_DN157568_c10_g1_i2.p1,Thioredoxin,Thioredoxin,3.40E-27
TRINITY_DN157568_c10_g1_i2.p1,Thioredoxin-like domain,Thioredoxin_2,2.20E-08
TRINITY_DN157568_c10_g1_i2.p1,Thioredoxin-like,Thioredoxin_8,6.60E-07
TRINITY_DN157568_c10_g1_i2.p1,Thioredoxin-like,Thioredoxin_8,6.60E-07
TRINITY_DN157568_c10_g1_i2.p1,Thioredoxin-like,Thioredoxin_7,6.30E-06
TRINITY_DN157568_c10_g1_i2.p1,AhpC/TSA family,AhpC-TSA,9.90E-06
TRINITY_DN157568_c10_g1_i2.p1,Mitosis protein DIM1,DIM1,0.00065
TRINITY_DN157568_c10_g1_i2.p1,Thioredoxin,Thioredoxin_9,0.0019
TRINITY_DN157568_c10_g1_i2.p1,Redoxin,Redoxin,0.03
TRINITY_DN157568_c10_g1_i2.p1,Hydrogenase-1 expression protein HyaE,HyaE,0.075
TRINITY_DN157568_c10_g1_i2.p1,"OST3 / OST6 family, transporter family",OST3_OST6,0.13
TRINITY_DN151382_c3_g1_i1.p2,Dinitrogenase iron-molybdenum cofactor,Nitro_FeMo-Co,0.068
TRINITY_DN151382_c3_g1_i1.p2,Dinitrogenase iron-molybdenum cofactor,Nitro_FeMo-Co,0.068
TRINITY_DN151367_c0_g1_i2.p1,Domain of unknown function (DUF4430),DUF4430,1.10E-09
TRINITY_DN151367_c0_g1_i2.p1,Domain of unknown function (DUF4430),DUF4430,1.10E-09
TRINITY_DN151338_c1_g1_i1.p1,Galactose binding lectin domain,Gal_Lectin,1.10E-36
TRINITY_DN151338_c1_g1_i1.p1,Galactose binding lectin domain,Gal_Lectin,1.10E-36
TRINITY_DN151338_c1_g1_i1.p1,Domain of unknown function (DUF3395),DUF3395,0.017
TRINITY_DN151338_c1_g1_i1.p1,Domain of unknown function (DUF3395),DUF3395,0.017
TRINITY_DN151338_c1_g1_i1.p1,Consortin C-terminus,Consortin_C,0.14
TRINITY_DN151338_c1_g1_i1.p1,Consortin C-terminus,Consortin_C,0.14
TRINITY_DN151338_c1_g1_i1.p1,Bovine immunodeficiency virus surface protein (SU),BIV_Env,0.24
TRINITY_DN159950_c0_g1_i2.p1,FAD binding domain of DNA photolyase,FAD_binding_7,1.30E-74
TRINITY_DN159950_c0_g1_i2.p1,DNA photolyase,DNA_photolyase,5.40E-41
TRINITY_DN137920_c0_g2_i1.p1,Amiloride-sensitive sodium channel,ASC,2.40E-16
TRINITY_DN137920_c0_g2_i1.p1,Growth-arrest specific micro-tubule binding,GAS,0.027
TRINITY_DN137920_c0_g2_i1.p1,Growth-arrest specific micro-tubule binding,GAS,0.027
TRINITY_DN137920_c0_g2_i1.p1,Family of unknown function (DUF5344),DUF5344,0.06
TRINITY_DN137920_c0_g2_i1.p1,Family of unknown function (DUF5344),DUF5344,0.06
TRINITY_DN137920_c0_g2_i1.p1,"Ribosomal protein L9, C-terminal domain",Ribosomal_L9_C,0.19
TRINITY_DN134774_c0_g1_i1.p1,Multicopper oxidase,Cu-oxidase_2,2.10E-22
TRINITY_DN134774_c0_g1_i1.p1,Multicopper oxidase,Cu-oxidase_2,2.10E-22
TRINITY_DN134774_c0_g1_i1.p1,Multicopper oxidase,Cu-oxidase_2,2.10E-22
TRINITY_DN134774_c0_g1_i1.p1,Multicopper oxidase,Cu-oxidase_2,2.10E-22
TRINITY_DN134774_c0_g1_i1.p1,Multicopper oxidase,Cu-oxidase_2,2.10E-22
TRINITY_DN134774_c0_g1_i1.p1,Multicopper oxidase,Cu-oxidase_3,5.80E-18
TRINITY_DN134774_c0_g1_i1.p1,Multicopper oxidase,Cu-oxidase_3,5.80E-18
TRINITY_DN134774_c0_g1_i1.p1,Multicopper oxidase,Cu-oxidase_3,5.80E-18
TRINITY_DN134774_c0_g1_i1.p1,Protein of unknown function (DUF2914),DUF2914,0.0084
TRINITY_DN134774_c0_g1_i1.p1,Protein of unknown function (DUF2914),DUF2914,0.0084
TRINITY_DN164727_c0_g2_i1.p1,Sushi repeat (SCR repeat),Sushi,2.80E-12
TRINITY_DN164727_c0_g2_i1.p1,Sushi repeat (SCR repeat),Sushi,2.80E-12
TRINITY_DN164727_c0_g2_i1.p3,Acetyl xylan esterase (AXE1),AXE1,0.13
TRINITY_DN164727_c0_g2_i1.p4,Domain of unknown function (DUF4010),DUF4010,0.048
TRINITY_DN164727_c0_g2_i1.p5,S-layer homology domain,SLH,0.13
TRINITY_DN155566_c3_g1_i4.p1,Domain of unknown function (DUF4430),DUF4430,3.10E-13
TRINITY_DN144106_c0_g1_i1.p1,Secreted protein acidic and rich in cysteine Ca binding region,SPARC_Ca_bdg,0.0017
TRINITY_DN144106_c0_g1_i1.p1,Tail tubular protein,Tube,0.1
TRINITY_DN144106_c0_g1_i1.p1,Down syndrome cell adhesion molecule C terminal,Dscam_C,0.16
TRINITY_DN103717_c0_g2_i1.p1,EF hand,EF-hand_1,5.00E-22
TRINITY_DN103717_c0_g2_i1.p1,EF hand,EF-hand_1,5.00E-22
TRINITY_DN103717_c0_g2_i1.p1,EF hand,EF-hand_1,5.00E-22
TRINITY_DN103717_c0_g2_i1.p1,EF hand,EF-hand_1,5.00E-22
TRINITY_DN103717_c0_g2_i1.p1,EF-hand domain pair,EF-hand_7,2.00E-20
TRINITY_DN103717_c0_g2_i1.p1,EF-hand domain pair,EF-hand_7,2.00E-20
TRINITY_DN103717_c0_g2_i1.p1,EF-hand domain,EF-hand_6,1.80E-17
TRINITY_DN103717_c0_g2_i1.p1,EF-hand domain,EF-hand_6,1.80E-17
TRINITY_DN103717_c0_g2_i1.p1,EF-hand domain,EF-hand_6,1.80E-17
TRINITY_DN103717_c0_g2_i1.p1,EF-hand domain,EF-hand_6,1.80E-17
TRINITY_DN103717_c0_g2_i1.p1,EF hand,EF-hand_5,7.50E-14
TRINITY_DN103717_c0_g2_i1.p1,EF hand,EF-hand_5,7.50E-14
TRINITY_DN103717_c0_g2_i1.p1,EF hand,EF-hand_5,7.50E-14
TRINITY_DN103717_c0_g2_i1.p1,EF hand,EF-hand_5,7.50E-14
TRINITY_DN103717_c0_g2_i1.p1,EF-hand domain pair,EF-hand_8,7.10E-10
TRINITY_DN103717_c0_g2_i1.p1,EF-hand domain pair,EF-hand_8,7.10E-10
TRINITY_DN103717_c0_g2_i1.p1,EF-hand domain pair,EF-hand_8,7.10E-10
TRINITY_DN103717_c0_g2_i1.p1,EF-hand domain pair,EF-hand_8,7.10E-10
TRINITY_DN103717_c0_g2_i1.p1,Secreted protein acidic and rich in cysteine Ca binding region,SPARC_Ca_bdg,9.60E-06
TRINITY_DN103717_c0_g2_i1.p1,Secreted protein acidic and rich in cysteine Ca binding region,SPARC_Ca_bdg,9.60E-06
TRINITY_DN103717_c0_g2_i1.p1,"Sigma-54 factor, core binding domain",Sigma54_CBD,0.04
TRINITY_DN163963_c6_g2_i1.p1,EB module,EB,0.00055
TRINITY_DN163963_c6_g2_i1.p1,EB module,EB,0.00055
TRINITY_DN163963_c6_g2_i1.p1,EB module,EB,0.00055
TRINITY_DN163963_c6_g2_i1.p1,EB module,EB,0.00055
TRINITY_DN163963_c6_g2_i1.p1,EB module,EB,0.00055
TRINITY_DN163963_c6_g2_i1.p1,MSP1 EGF domain 1,EGF_MSP1_1,0.017
TRINITY_DN163963_c6_g2_i1.p1,MSP1 EGF domain 1,EGF_MSP1_1,0.017
TRINITY_DN163963_c6_g2_i1.p1,MSP1 EGF domain 1,EGF_MSP1_1,0.017
TRINITY_DN163963_c6_g2_i1.p1,MSP1 EGF domain 1,EGF_MSP1_1,0.017
TRINITY_DN163963_c6_g2_i1.p1,MSP1 EGF domain 1,EGF_MSP1_1,0.017
TRINITY_DN163910_c0_g2_i1.p1,WAP-type (Whey Acidic Protein) 'four-disulfide core',WAP,1.00E-09
TRINITY_DN163910_c0_g2_i1.p1,WAP-type (Whey Acidic Protein) 'four-disulfide core',WAP,1.00E-09
TRINITY_DN163910_c0_g2_i1.p1,WAP-type (Whey Acidic Protein) 'four-disulfide core',WAP,1.00E-09
TRINITY_DN163910_c0_g2_i1.p1,WAP-type (Whey Acidic Protein) 'four-disulfide core',WAP,1.00E-09
TRINITY_DN163910_c0_g2_i1.p1,WAP-type (Whey Acidic Protein) 'four-disulfide core',WAP,1.00E-09
TRINITY_DN163910_c0_g2_i1.p1,WAP-type (Whey Acidic Protein) 'four-disulfide core',WAP,1.00E-09
TRINITY_DN163910_c0_g2_i1.p2,Uncharacterized conserved protein (DUF2149),DUF2149,1.2
TRINITY_DN163910_c0_g2_i1.p2,Uncharacterized conserved protein (DUF2149),DUF2149,1.2
TRINITY_DN163936_c1_g1_i1.p1,GAGA binding protein-like family,GAGA_bind,0.13
TRINITY_DN163936_c1_g1_i1.p1,Neurotransmitter-gated ion-channel transmembrane region,Neur_chan_memb,1.2
TRINITY_DN158392_c0_g2_i1.p2,RecG N-terminal helical domain,RecG_N,0.035
TRINITY_DN144559_c0_g1_i1.p1,EGF-like domain,EGF_2,0.0027
TRINITY_DN144559_c0_g1_i1.p1,EGF-like domain,EGF_2,0.0027
TRINITY_DN144559_c0_g1_i1.p1,Uncharacterized protein family (ORF7) DUF,DUF244,0.12
TRINITY_DN144559_c0_g1_i1.p1,Laminin EGF domain,Laminin_EGF,0.21
TRINITY_DN144559_c0_g1_i1.p1,Laminin EGF domain,Laminin_EGF,0.21
TRINITY_DN103288_c0_g1_i1.p1,Glutathione S-transferase N-terminal domain,GST_N_4,0.15
TRINITY_DN103288_c0_g1_i1.p1,Glutathione S-transferase N-terminal domain,GST_N_4,0.15
TRINITY_DN157929_c0_g1_i2.p1,Strictosidine synthase,Str_synth,7.70E-16
TRINITY_DN157929_c0_g1_i2.p1,Strictosidine synthase,Str_synth,7.70E-16
TRINITY_DN157929_c0_g1_i2.p1,SMP-30/Gluconolaconase/LRE-like region,SGL,5.40E-12
TRINITY_DN157929_c0_g1_i2.p1,SMP-30/Gluconolaconase/LRE-like region,SGL,5.40E-12
TRINITY_DN157929_c0_g1_i2.p1,NHL repeat,NHL,0.01
TRINITY_DN157929_c0_g1_i2.p1,NHL repeat,NHL,0.01
TRINITY_DN157929_c0_g1_i2.p1,NHL repeat,NHL,0.01
TRINITY_DN152792_c5_g1_i6.p1,Propeller,Hyd_WA,3.90E-27
TRINITY_DN152792_c5_g1_i6.p1,Propeller,Hyd_WA,3.90E-27
TRINITY_DN152792_c5_g1_i6.p1,Propeller,Hyd_WA,3.90E-27
TRINITY_DN152792_c5_g1_i6.p1,Propeller,Hyd_WA,3.90E-27
TRINITY_DN152792_c5_g1_i6.p1,Propeller,Hyd_WA,3.90E-27
TRINITY_DN152792_c5_g1_i6.p1,Uncharacterized protein conserved in bacteria (DUF2255),DUF2255,0.45
TRINITY_DN152792_c5_g1_i6.p1,Uncharacterized protein conserved in bacteria (DUF2255),DUF2255,0.45
TRINITY_DN152792_c5_g1_i6.p1,Uncharacterized protein conserved in bacteria (DUF2255),DUF2255,0.45
TRINITY_DN152792_c5_g1_i6.p1,Uncharacterized protein conserved in bacteria (DUF2255),DUF2255,0.45
TRINITY_DN152792_c5_g1_i6.p1,Uncharacterized protein conserved in bacteria (DUF2255),DUF2255,0.45
TRINITY_DN164848_c0_g1_i1.p1,EGF-like domain,EGF_2,0.041
TRINITY_DN164848_c0_g1_i1.p1,EGF-like domain,EGF_2,0.041
TRINITY_DN164811_c0_g3_i1.p1,BRO1-like domain,BRO1,0.13
TRINITY_DN164811_c0_g3_i1.p1,BRO1-like domain,BRO1,0.13
TRINITY_DN164895_c0_g1_i2.p1,Immunoglobulin domain,Ig_3,6.70E-11
TRINITY_DN164895_c0_g1_i2.p1,Immunoglobulin domain,Ig_3,6.70E-11
TRINITY_DN164895_c0_g1_i2.p1,Immunoglobulin domain,Ig_3,6.70E-11
TRINITY_DN164895_c0_g1_i2.p1,Immunoglobulin V-set domain,V-set,3.00E-08
TRINITY_DN164895_c0_g1_i2.p1,Immunoglobulin V-set domain,V-set,3.00E-08
TRINITY_DN164895_c0_g1_i2.p1,Immunoglobulin V-set domain,V-set,3.00E-08
TRINITY_DN164895_c0_g1_i2.p1,Immunoglobulin I-set domain,I-set,4.90E-06
TRINITY_DN164895_c0_g1_i2.p1,Immunoglobulin I-set domain,I-set,4.90E-06
TRINITY_DN164895_c0_g1_i2.p1,Immunoglobulin domain,ig,7.10E-06
TRINITY_DN164895_c0_g1_i2.p1,Immunoglobulin domain,ig,7.10E-06
TRINITY_DN164895_c0_g1_i2.p1,CD47 immunoglobulin-like domain,V-set_CD47,0.0077
TRINITY_DN164895_c0_g1_i2.p1,CD47 immunoglobulin-like domain,V-set_CD47,0.0077
TRINITY_DN164895_c0_g1_i2.p1,Chitin binding Peritrophin-A domain,CBM_14,0.0083
TRINITY_DN164895_c0_g1_i2.p1,Chitin binding Peritrophin-A domain,CBM_14,0.0083
TRINITY_DN164895_c0_g1_i2.p1,Chitin binding Peritrophin-A domain,CBM_14,0.0083
TRINITY_DN164895_c0_g1_i2.p1,Immunoglobulin domain,Ig_2,0.096
TRINITY_DN164895_c0_g1_i2.p1,Immunoglobulin domain,Ig_2,0.096
TRINITY_DN164895_c0_g1_i2.p1,Immunoglobulin domain,Ig_2,0.096
TRINITY_DN164895_c0_g1_i2.p1,Immunoglobulin domain,Ig_2,0.096
TRINITY_DN164895_c0_g1_i2.p2,Autophagy protein 16 (ATG16),ATG16,0.86
TRINITY_DN164895_c0_g1_i2.p2,Autophagy protein 16 (ATG16),ATG16,0.86
TRINITY_DN164895_c0_g1_i2.p2,Protein of unknown function (DUF4551),DUF4551,2.2
TRINITY_DN164895_c0_g1_i2.p5,Nuclear RNA-splicing-associated protein,SR-25,0.12
TRINITY_DN166655_c1_g2_i1.p1,Alpha-2-macroglobulin family N-terminal region,A2M_N_2,8.90E-29
TRINITY_DN166655_c1_g2_i1.p1,Alpha-2-macroglobulin family N-terminal region,A2M_N_2,8.90E-29
TRINITY_DN166617_c1_g6_i2.p1,Glycosyl hydrolases family 18,Glyco_hydro_18,3.50E-98
TRINITY_DN166617_c1_g6_i2.p1,Chitin binding Peritrophin-A domain,CBM_14,4.30E-16
TRINITY_DN166617_c1_g6_i2.p1,Chitin binding Peritrophin-A domain,CBM_14,4.30E-16
TRINITY_DN166617_c1_g6_i2.p1,NIL domain,NIL,0.16
TRINITY_DN165940_c1_g4_i1.p1,Hsp70 protein,HSP70,2.90E-259
TRINITY_DN165940_c1_g4_i1.p1,MreB/Mbl protein,MreB_Mbl,6.20E-16
TRINITY_DN165940_c1_g4_i1.p1,MreB/Mbl protein,MreB_Mbl,6.20E-16
TRINITY_DN165940_c1_g4_i1.p1,Cell division protein FtsA,FtsA,0.0019
TRINITY_DN165940_c1_g4_i1.p1,Cell division protein FtsA,FtsA,0.0019
TRINITY_DN165940_c1_g4_i1.p1,Cell division protein FtsA,FtsA,0.0019
TRINITY_DN165940_c1_g4_i1.p1,Hydantoinase/oxoprolinase,Hydantoinase_A,0.05
TRINITY_DN165940_c1_g4_i1.p1,Hydantoinase/oxoprolinase,Hydantoinase_A,0.05
TRINITY_DN165940_c1_g4_i1.p2,NAD-specific glutamate dehydrogenase,NAD-GH,3.10E-62
TRINITY_DN165940_c1_g4_i1.p4,Type II transport protein GspH,GspH,0.06
TRINITY_DN139314_c0_g1_i1.p1,Protein kinase domain,Pkinase,8.30E-63
TRINITY_DN139314_c0_g1_i1.p1,Hr1 repeat,HR1,5.70E-43
TRINITY_DN139314_c0_g1_i1.p1,Hr1 repeat,HR1,5.70E-43
TRINITY_DN139314_c0_g1_i1.p1,Hr1 repeat,HR1,5.70E-43
TRINITY_DN139314_c0_g1_i1.p1,Protein tyrosine kinase,Pkinase_Tyr,1.00E-38
TRINITY_DN139314_c0_g1_i1.p1,Protein kinase C terminal domain,Pkinase_C,1.30E-11
TRINITY_DN139314_c0_g1_i1.p1,Protein kinase C terminal domain,Pkinase_C,1.30E-11
TRINITY_DN139314_c0_g1_i1.p1,Protein kinase C terminal domain,Pkinase_C,1.30E-11
TRINITY_DN139314_c0_g1_i1.p1,Protein kinase C terminal domain,Pkinase_C,1.30E-11
TRINITY_DN139314_c0_g1_i1.p1,Protein kinase C terminal domain,Pkinase_C,1.30E-11
TRINITY_DN139314_c0_g1_i1.p1,Kinase-like,Kinase-like,5.20E-08
TRINITY_DN139314_c0_g1_i1.p1,Kinase-like,Kinase-like,5.20E-08
TRINITY_DN139314_c0_g1_i1.p1,Kinase-like,Kinase-like,5.20E-08
TRINITY_DN139314_c0_g1_i1.p1,Up-regulated During Septation,Uds1,1.10E-06
TRINITY_DN139314_c0_g1_i1.p1,Up-regulated During Septation,Uds1,1.10E-06
TRINITY_DN139314_c0_g1_i1.p1,Up-regulated During Septation,Uds1,1.10E-06
TRINITY_DN154174_c26_g1_i1.p1,Ubiquitin family,ubiquitin,5.40E-64
TRINITY_DN154174_c26_g1_i1.p1,Ubiquitin family,ubiquitin,5.40E-64
TRINITY_DN154174_c26_g1_i1.p1,Ubiquitin family,ubiquitin,5.40E-64
TRINITY_DN154174_c26_g1_i1.p1,Ubiquitin-2 like Rad60 SUMO-like,Rad60-SLD,9.00E-30
TRINITY_DN154174_c26_g1_i1.p1,Ubiquitin-2 like Rad60 SUMO-like,Rad60-SLD,9.00E-30
TRINITY_DN154174_c26_g1_i1.p1,Ubiquitin-2 like Rad60 SUMO-like,Rad60-SLD,9.00E-30
TRINITY_DN154174_c26_g1_i1.p1,Ubiquitin-like domain,Ubiquitin_2,1.20E-13
TRINITY_DN154174_c26_g1_i1.p1,Ubiquitin-like domain,Ubiquitin_2,1.20E-13
TRINITY_DN154174_c26_g1_i1.p1,Ubiquitin-2 like Rad60 SUMO-like,Rad60-SLD_2,2.70E-07
TRINITY_DN154174_c26_g1_i1.p1,Ubiquitin-2 like Rad60 SUMO-like,Rad60-SLD_2,2.70E-07
TRINITY_DN154174_c26_g1_i1.p1,DUF2407 ubiquitin-like domain,DUF2407,1.40E-05
TRINITY_DN154174_c26_g1_i1.p1,DUF2407 ubiquitin-like domain,DUF2407,1.40E-05
TRINITY_DN154174_c26_g1_i1.p1,Protein of unknown function (DUF2870),DUF2870,0.0035
TRINITY_DN154174_c26_g1_i1.p1,Protein of unknown function (DUF2870),DUF2870,0.0035
TRINITY_DN154174_c26_g1_i1.p1,Protein of unknown function (DUF2870),DUF2870,0.0035
TRINITY_DN154174_c26_g1_i1.p1,N-terminal or F0 domain of Talin-head FERM,FERM_f0,0.0046
